,profiles,title,page_id
1617,,Kamal Haasan filmography,15684122
1618,,Akshara Haasan,41766923
1619,,Shruti Haasan,14790824
1620,,Kamal Haasan's unrealized projects,56651458
1621,,Raaj Kamal Films International,19375453
1622,,Mohanlal,478225
1623,,Aashirvad Cinemas,24083124
1624,,JT Pac,24117601
1625,,Lal Salam (talk show),55001143
1626,,List of songs recorded by Mohanlal,53134611
1627,,Maxlab Cinemas and Entertainments,24375810
1628,,Mohanlal filmography,2405565
1629,,List of awards and nominations received by Mohanlal,14509132
1630,,Pranavam Arts International,25623455
1631,,ViswaSanthi Foundation,65030162
1632,,Mahesh Champaklal,60172402
1633,,Jayanti Dalal,43715308
1634,,Sudheer Babu,34690489
1635,,Suhas,63761214
1636,,Aamir Khan,163038
1637,,Aamir Khan Productions,15018359
1638,,Aati Kya Khandala,21077789
1639,,Aamir Khan filmography,22084419
1640,,List of awards and nominations received by Aamir Khan,12001332
1641,,Paani Foundation,57433863
1642,,Anita Date-Kelkar,66238830
1643,,Balkrishna Shinde,63931588
1644,,Sidharth Shukla,25055816
1645,,Apurva Kasaravalli,61666905
1646,,Ashwanth Ashokkumar,64092835
1647,,Sudheer Babu,34690489
1648,,Abhishek Bajaj,64661016
1649,,Naga Chaitanya,24061330
1650,,Ram Charan,13491433
1651,,Nikhil Chavan,62216425
1652,,Rajendra Chawla,56678094
1653,,Arjun Chidambaram,62546222
1654,,Dwarka Divecha,41742813
1655,,Fawaz Zayani,66883879
1656,,Farrukh Jaffar,64302020
1657,,Ashish Kakkad,65748219
1658,,Pawan Kalyan,1967356
1659,,Kishan Shrikanth,3706068
1660,,List of Bhojpuri cinema actors,23961300
1661,,Kavish Majumdar,64686487
1662,,Manoj Nandam,64204523
1663,,Lal Chand Mehra,62311423
1664,,Mu Ramaswamy,63423230
1665,,Navdeep,7903276
1666,,Dileesh Pothan,46184255
1667,,Prabhas,4774516
1668,,Prashanth Siddi,65156804
1669,,Soubin Shahir,49127148
1670,,Riya Shukla,65458428
1671,,Mohar Singh (dacoit),64418542
1672,,Suhas,63761214
1673,,Ravi Teja,5888467
1674,,Vikram Thakor,47476707
1675,,Vishnu Vishal,22903253
1676,,Vizag Prasad,63138905
1677,,List of singing actors in Indian cinema,7768933
1678,,Begum Akhtar songs,45514335
1679,,List of Indian playback singers,914023
1680,,Nagaraj Kote,64626317
1681,,Sarigama Viji,64622651
1682,,Shiboprosad Mukherjee,47320997
1683,,List of Indian television actors,51055409
1684,,Ritvik Arora,55197675
1685,,Hitesh Bharadwaj,66845080
1686,,Rajendra Chawla,56678094
1687,,Paras Chhabra,61976269
1688,,Arhaan Khan,54372599
1689,,Ravi Krishna (actor),66055916
1690,,Shanavas Shanu,64792285
1691,,Abhishek Sharma (actor),62033770
1692,,Sudigali Sudheer,54325957
1693,,Vandana Vithlani,43471792
1694,,Satya Bandhyopadhyay,61069322
1695,,Satya Bandyopadhyay,61063209
1696,,Nimu Bhowmik,61632848
1697,,Kalyan Chatterjee,66820710
1698,,T. N. Gopinathan Nair,60570723
1699,,O. A. K. Thevar,62913067
1700,,Vizag Prasad,63138905
1701,,Pranayraj Vangari,64706876
1702,,Akhil (Tamil actor),39003041
1703,,Haidar Ali (actor),39746254
1704,,Arjun Das,62531564
1705,,Arjun Ashokan,63217345
1706,,Nadeem Baig (actor),7414692
1707,,Maadhu Balaji,10538726
1708,,Gunjan Bhardwaj,53500379
1709,,Neel Bhattacharya,66601647
1710,,Sabyasachi Chakrabarty,19269964
1711,,Pritish Chakraborty,37986926
1712,,Deepan Chakravarthy,43560111
1713,,Johnny Chakravarthy,39134967
1714,,Arjun Chidambaram,62546222
1715,,Aakash Dabhade,61689755
1716,,Senthil Ganesh,64211218
1717,,Ketan Karande,62874466
1718,,Arbaaz Ali Khan,2322907
1719,,Kishan Shrikanth,3706068
1720,,Ashmith Kunder,62101430
1721,,Kavish Majumdar,64686487
1722,,Manoj Nandam,64204523
1723,,Mu Ramaswamy,63423230
1724,,Nagarjuna (actor),2142373
1725,,Roger Narayan,64560683
1726,,Kalabhavan Navas,55790321
1727,,Sanjeev Pandey,62751939
1728,,Prashanth Siddi,65156804
1729,,Laxman Singh Rajput,61665099
1730,,"Akash Singh (actor, born 1987)",66312248
1731,,Vasuki Vaibhav,59783148
1732,,Vinod Kapoor,62968985
1733,,Vishwak Sen,61164736
1734,,Vizag Prasad,63138905
1735,,Ashwanth Ashokkumar,64092835
1736,,Shahid Kapoor,1016409
1737,,List of awards and nominations received by Shahid Kapoor,16995644
1738,,Shahid Kapoor filmography,47150232
1739,,Akshay Kumar,595801
1740,,List of awards and nominations received by Akshay Kumar,11833786
1741,,Akshay Kumar filmography,37487024
1742,,Grazing Goat Pictures,44217157
1743,,Hari Om Entertainment,29225439
1744,,Salil Acharya,26426152
1745,,Shabir Ahluwalia,11749598
1746,,Akshay Anand,16942001
1747,,Nikhil Arya,40887198
1748,,Ali Asgar (actor),13164506
1749,,Amitabh Bachchan,1828
1750,,Mohnish Bahl,3014952
1751,,Rohit Bakshi (actor),49079857
1752,,Neha Bamb,9616181
1753,,Moon Banerrjee,50235961
1754,,Sandeep Baswana,15230816
1755,,Sanjay Batra,32260991
1756,,Hitesh Bharadwaj,66845080
1757,,Jaya Bhattacharya,16472971
1758,,Ruhi Chaturvedi,61617123
1759,,Pracheen Chauhan,40218159
1760,,Rajendra Chawla,56678094
1761,,Roshni Chopra,19640808
1762,,Chaitanya Choudhry,61588054
1763,,Vivek Dahiya,49631085
1764,,Sudhir Dalvi,2977749
1765,,Ashita Dhawan,30060746
1766,,Varun Dhawan,36736083
1767,,Dheeraj Dhoopar,40218112
1768,,Amit Dolawat,23830478
1769,,Nikita Dutta,46176781
1770,,Sanjay Gagnani,47013988
1771,,Rupali Ganguly,22668056
1772,,Kitu Gidwani,5947116
1773,,Manish Goel,42615845
1774,,Shubhangi Gokhale,53903596
1775,,Abir Goswami,39542166
1776,,Sailesh Gulabani,57446764
1777,,Megha Gupta,24702330
1778,,Sayani Gupta,50014939
1779,,Chetan Hansraj,40203327
1780,,Anita Hassanandani,5141908
1781,,Smriti Irani,731496
1782,,Samiksha Jaiswal,55634680
1783,,Jeetendra,1070743
1784,,Sriti Jha,10444431
1785,,Suvarna Jha,17279190
1786,,Dev Joshi,66117640
1787,,Poonam Joshi,40218530
1788,,Manit Joura,40247222
1789,,Gurbani Judge,40136622
1790,,Leena Jumani,26485602
1791,,Gautami Kapoor,40341004
1792,,Sonia Kapoor,41424966
1793,,Swati Kapoor,47179727
1794,,Achint Kaur,20432326
1795,,Alka Kaushal,44166739
1796,,Kavita Kaushik,21637681
1797,,Pratima Kazmi,19068557
1798,,Keerti Gaekwad Kelkar,11689642
1799,,Alam Khan (actor),43460120
1800,,Aleeza Khan,40797817
1801,,Eijaz Khan,13825510
1802,,Gauahar Khan,23513964
1803,,Mohammed Iqbal Khan,6432880
1804,,Rakshanda Khan,17540382
1805,,Rajesh Khera,32841232
1806,,Neena Kulkarni,29154625
1807,,Madhoo,2459696
1808,,Kanika Maheshwari,40740960
1809,,Pyumori Mehta Ghosh,49608030
1810,,Kishwer Merchant,31753848
1811,,Kali Prasad Mukherjee,58651333
1812,,Sushmita Mukherjee,8454596
1813,,Anjali Mukhi,40158659
1814,,Anjana Mumtaz,42255334
1815,,Aarun Nagar,62248964
1816,,Siddharth Nigam,45409760
1817,,Sonu Nigam,9549564
1818,,Nirmal Pandey,22683502
1819,,Rakesh Pandey,36769947
1820,,Sanjeev Pandey,62751939
1821,,Kamya Panjabi,12320896
1822,,Juhi Parmar,10428106
1823,,Zahida Parveen,55736310
1824,,Ankita Bhargava Patel,42193138
1825,,Karan Patel,13507042
1826,,Savita Prabhune,40742313
1827,,Gauri Pradhan,5515839
1828,,Aishwarya Raj Bhakuni,60260693
1829,,Vin Rana,50352660
1830,,Anas Rashid,35683663
1831,,Nisha Rawal,40185005
1832,,Rohit Roy,10457131
1833,,Ronit Roy,10076811
1834,,Achala Sachdev,12676239
1835,,Naveen Saini,46363480
1836,,Dheeraj Sarna,56757879
1837,,Ruchi Savarn,40469275
1838,,Ashlesha Sawant,40500849
1839,,Mazher Sayed,41389907
1840,,Barkha Sengupta,18179449
1841,,Prachee Shah Paandya,10249181
1842,,Mohommed Ali Shah,48770171
1843,,Jiya Shankar,66331385
1844,,Aamna Sharif,20235839
1845,,"Aditi Sharma (actress, born 1996)",62649663
1846,,Arunima Sharma,19640776
1847,,Varun Sharma (actor),48600501
1848,,Sanjeeda Sheikh,15701394
1849,,Nishant Shokeen,24361242
1850,,Sachin Shroff,16941961
1851,,Sidharth Shukla,25055816
1852,,Surekha Sikri,13943418
1853,,Amrita Singh,2452737
1854,,Nandini Singh,41353303
1855,,Shakti Singh (actor),38018258
1856,,Shikha Singh,40203213
1857,,Soni Singh,24122005
1858,,Vidya Sinha,7062615
1859,,Dolly Sohi,51635219
1860,,Supriya Shukla,35827210
1861,,Krip Suri,43076136
1862,,Amit Tandon,24074379
1863,,Arjit Taneja,42864925
1864,,Sakshi Tanwar,8798230
1865,,Hiten Tejwani,13075380
1866,,Shweta Tiwari,11097204
1867,,Yash Tonk,16315806
1868,,Divyanka Tripathi,17913853
1869,,Shilpa Tulaskar,28054923
1870,,Fenil Umrigar,38214943
1871,,Amit Varma (actor),20232296
1872,,Meera Vasudevan,25023356
1873,,Harish Verma,39177370
1874,,Gunjan Vijaya,43461103
1875,,Zarina Wahab,15267535
1876,,Gunjan Walia,40797846
1877,,Krishnam Raju,7275752
1878,,Krishnam Raju filmography,42386691
1879,,Rajesh Khanna,1862733
1880,,List of awards and nominations received by Rajesh Khanna,30381785
1881,,Rajesh Khanna filmography,28824326
1882,,Aadi (actor),36762247
1883,,Ali (actor),11958482
1884,,Sudheer Babu,34690489
1885,,Punarnavi Bhupalam,42395698
1886,,Ram Charan,13491433
1887,,Chandini Chowdary,65159247
1888,,Navdeep,7903276
1889,,Jaya Prada,3405103
1890,,N. T. Rama Rao Jr.,6127781
1891,,Satya (Telugu actor),61653622
1892,,Suhas,63761214
1893,,Vizag Prasad,63138905
1894,,Rubel Das,63976783
1895,,Sumit Gulati,54133928
1896,,Krishnendu Adhikari,58495007
1897,,Yash Rohan,61767750
1898,,Shahriaz,61383116
1899,,Anil Kapoor,1157583
1900,,Anil Kapoor filmography,49511211
1901,,List of awards and nominations received by Anil Kapoor,12975638
1902,,S. P. Balasubrahmanyam,33661381
1903,,List of awards and nominations received by S. P. Balasubrahmanyam,31656239
1904,,S. P. Balasubrahmanyam discography,47833209
1905,,S. P. Balasubrahmanyam filmography,44199983
1906,,Tere Mere Beech Mein,62715133
1907,,Jai (actor),18784303
1908,,Aarthi (actress),48580836
1909,,Amulya,19897997
1910,,Ananya (actress),29193829
1911,,Anju (actress),40458344
1912,,Baby Annie,61046710
1913,,Anusha (actress),44456177
1914,,Apoorva Arora,46374930
1915,,Leema Babu,48289586
1916,,Surangana Bandyopadhyay,45660251
1917,,Deepa Bhaskar,40599470
1918,,Shruti Bisht,39098229
1919,,Nayanthara Chakravarthy,58782273
1920,,Ahsaas Channa,19621895
1921,,Spandan Chaturvedi,43839660
1922,,Saloni Daini,23297857
1923,,Ruhanika Dhawan,43919140
1924,,Urvashi Dholakia,28093269
1925,,Khushi Dubey,13884409
1926,,Joshna Fernando,48617977
1927,,Hetal Gada,57448672
1928,,Papri Ghosh,50985519
1929,,Keerthi Gopinath,64446313
1930,,Avika Gor,26173994
1931,,Hemalatha,44721460
1932,,Daisy Irani (actress),18927137
1933,,Jamuna (actress),15584094
1934,,Jayasudha,7864469
1935,,Suhani Kalita,12094657
1936,,Kalpana (Malayalam actress),15115025
1937,,P. Kannamba,10846059
1938,,Ayesha Kapur,6855420
1939,,Kaveri (actress),15198738
1940,,Sparsh Khanchandani,28407986
1941,,Padma Khanna,25429403
1942,,Akshara Kishor,50249816
1943,,Padmini Kolhapure,8321972
1944,,Laya (actress),8563567
1945,,Malashri,16923868
1946,,Harshaali Malhotra,47012583
1947,,Manjula (Kannada actress),24031218
1948,,Urmila Matondkar,1379933
1949,,Mitali Mayekar,66414246
1950,,Meena (actress),1108872
1951,,Meera (Malayalam actress),43336229
1952,,Nithya Menen,25218991
1953,,Sindhu Menon,23122373
1954,,Valsala Menon,40386192
1955,,Hansika Motwani,6743683
1956,,Saranya Nag,35293822
1957,,Nanda (actress),4658971
1958,,Hiba Nawab,40166488
1959,,Nithya Ravindran,43149939
1960,,Baby Niveditha,26720630
1961,,T. R. Omana,40376920
1962,,Kutty Padmini,31358978
1963,,Ishita Panchal,40158329
1964,,Poornitha,18769024
1965,,Jannat Zubair Rahmani,56141959
1966,,Roja Ramani,20514125
1967,,Baby Rani,61054864
1968,,Neelima Rani,39171905
1969,,Kumari Rukmani,52320553
1970,,Bhavna Ruparel,45446328
1971,,Pooja Ruparel,40902470
1972,,Rupini,21919487
1973,,Achala Sachdev,12676239
1974,,Sana Saeed,2170854
1975,,Niyar Saikia,44941618
1976,,Sanusha,25731400
1977,,Sarika,9226361
1978,,Shafna,31607154
1979,,Azaan Rustam Shah,47996205
1980,,Parignya Pandya Shah,33541004
1981,,Fatima Sana Shaikh,38934199
1982,,Shalini,2998341
1983,,Shamili,19273295
1984,,Shreya Sharma,40639888
1985,,Sheela Kaur,25166296
1986,,Mona Ghosh Shetty,35216455
1987,,Shoba,4862609
1988,,Jhanak Shukla,3558275
1989,,Neetu Singh,1315358
1990,,Sridevi,1938728
1991,,Suchitra Murali,31653650
1992,,Sujitha,37159390
1993,,Tabassum,39803980
1994,,Tamannaah,8659345
1995,,Tanuja,2636139
1996,,Nivetha Thomas,31452819
1997,,Uma Bharani,61396267
1998,,Vaishnavi (Tamil actress),10294374
1999,,S. Varalakshmi,15716707
2000,,Zaynah Vastani,40256318
2001,,Ziyah Vastani,40246960
2002,,Deepa Venkat,30102239
2003,,Sridevi Vijaykumar,19676523
2004,,Vinodhini,46881203
2005,,Roshni Walia,42361317
2006,,Zaira Wasim,48488221
2007,,Shanthi Williams,39594171
2008,,Anisur Rahman Anis,61822336
2009,,Yash Rohan,61767750
2010,,Shahriaz,61383116
2011,,Nikhil Khurana,56882966
2012,,Harish Verma,39177370
2013,,Vikram Singh Chauhan,51023313
2014,,List of Bengali actresses,2318331
2015,,List of Bollywood actresses,24761459
2016,,List of Indian film actresses,376844
2017,,List of Kannada film actresses,58416032
2018,,List of Marathi film actresses,52008224
2019,,List of Tamil film actresses,56206510
2020,,List of Hindi television actresses,54362472
2021,,List of Indian television actresses,50059416
2022,,Saif Ali Khan,1606261
2023,,List of awards and nominations received by Saif Ali Khan,12642441
2024,,Saif Ali Khan filmography,39506917
2025,,Illuminati Films,34578196
2026,,Aapla Manus,56143129
2027,,Ajay Devgn FFilms,39047059
2028,,All the Best: Fun Begins,24117367
2029,,The Awakening (2006 film),32583294
2030,,Bol Bachchan,30856194
2031,,List of awards and nominations received by Ajay Devgn,12195140
2032,,Ajay Devgn,1085284
2033,,Ajay Devgn filmography,28832339
2034,,Devi (TV series),19950549
2035,,Helicopter Eela,56400093
2036,,Raju Chacha,14543900
2037,,Ramleela – Ajay Devgn Ke Saath,37434796
2038,,Rock-N-Roll Family,16066293
2039,,Shivaay,45605536
2040,,Singham Returns,38149565
2041,,Son of Sardaar,32558784
2042,,Swami Ramdev - Ek Sangharsh,57218631
2043,,Total Dhamaal,32416903
2044,,Tribhanga (film),62990097
2045,,U Me Aur Hum,25016098
2046,,Akhil Akkineni,48470500
2047,,Allu Arjun,4103708
2048,,Master Anand,47677203
2049,,Mahesh Babu,2633662
2050,,Ramesh Babu,36398250
2051,,"Vijay Babu (actor, born 1976)",45178599
2052,,Baiju Santhosh,40358681
2053,,Nandamuri Balakrishna,2184258
2054,,Subir Banerjee,6085540
2055,,Vishesh Bansal,40203601
2056,,Parth Bhalerao,42491942
2057,,Master Bharath,44388946
2058,,Soham Chakraborty,37292642
2059,,Ashwin Chitale,39298223
2060,,Saumya Daan,41694522
2061,,Sabu Dastagir,2071672
2062,,Parzaan Dastur,22402937
2063,,Bobby Deol,1041799
2064,,Nachiket Dighe,35209417
2065,,Sanjay Dutt,889645
2066,,Ashutosh Lobo Gajiwala,24326596
2067,,Bhavya Gandhi,26613713
2068,,Amresh Ganesh,53070382
2069,,Suresh Gopi,1630516
2070,,Kunal Goswami,62150384
2071,,Kamal Haasan,222346
2072,,Ali Haji (actor),36349453
2073,,Jugal Hansraj,1582985
2074,,Nandamuri Harikrishna,8588399
2075,,Indrajith Sukumaran,6886909
2076,,Azharuddin Mohammed Ismail,21750653
2077,,Jagdeep,4660443
2078,,Tanmay Jahagirdar,46216686
2079,,Jishnu Raghavan,6026265
2080,,Vinayak Joshi,27023046
2081,,Mohan Kanda,26040967
2082,,Rishi Kapoor,1315337
2083,,Shashi Kapoor,265130
2084,,Karan (actor),19129362
2085,,Aamir Khan,163038
2086,,Ahmed Khan (choreographer),27387831
2087,,Sajid Khan,5645868
2088,,Ayush Mahesh Khedekar,21400704
2089,,Kunal Khemu,6931207
2090,,Kishan Shrikanth,3706068
2091,,Vinoth Kishan,41820394
2092,,Kishore DS,52897964
2093,,Anand Krishnamoorthi,37031733
2094,,Harish Kumar (actor),18005881
2095,,Ratan Kumar,52614640
2096,,P. Sai Kumar,14468106
2097,,Tarun (Telugu actor),7275513
2098,,Mahendran (actor),41501426
2099,,Master Manjunath,32364531
2100,,Manoj Nandam,64204523
2101,,Yash Mistry,49056457
2102,,Pranav Mohanlal,10011599
2103,,Sivaram Mony,56648992
2104,,Neil Nitin Mukesh,13696994
2105,,Aditya Narayan,11092208
2106,,Sonu Nigam,9549564
2107,,Amey Pandya,20858404
2108,,Ganapathi S Poduval,48664158
2109,,Master Prabhakar,42752774
2110,,Aryan Prajapati,51472481
2111,,Babloo Prithiveeraj,55164999
2112,,Satyajeet Puri,32916140
2113,,Sree Raam,47096739
2114,,Sumeet Raghavan,28011406
2115,,Vijay Raghavendra,24593068
2116,,Puneeth Rajkumar,3539892
2117,,Sunil Raoh,35201857
2118,,Richard Rishi,25435420
2119,,Hrithik Roshan,5806040
2120,,Al Sabith,56881781
2121,,Sachin (actor),10730502
2122,,Darsheel Safary,15276803
2123,,Anuj Pandit Sharma,49993695
2124,,Aftab Shivdasani,1108304
2125,,Raju Shrestha,38684760
2126,,Rishabh Shukla,35296200
2127,,Silambarasan,3528679
2128,,"Vishal Singh (actor, born 1974)",47913343
2129,,Sudheesh,30269060
2130,,Tharun Sudhir,52685805
2131,,Suresh (Hindi films actor),51520922
2132,,Shafiq Syed,21829245
2133,,Tanish,37868404
2134,,Thamizh (actor),64250861
2135,,Tinku (actor),28749437
2136,,Karan Trivedi,35034803
2137,,Udayaraj,64005651
2138,,Ananda Vardhan,51390674
2139,,Shakthi Vasudevan,13584759
2140,,Madhav Vaze,42696152
2141,,Vijay (actor),1342873
2142,,Master Vithal,39039947
2143,,Arun Alexander,66231086
2144,,Murali Kumar,60743643
2145,,K. P. Sekar,61063567
2146,,Mohit Daga,63155191
2147,,BV Bhaskar,60042021
2148,,Amala Akkineni,10275879
2149,,Alpana Goswami,65269049
2150,,Rawshan Ara,56386178
2151,,Jayshree Arora,49342942
2152,,Bidita Bag,42529605
2153,,Surangana Bandyopadhyay,45660251
2154,,Sanghamitra Bandyopadhyay (actress),47998505
2155,,Malobika Banerjee,52864407
2156,,Shakuntala Barua,47698893
2157,,Nanditha Bose,41088009
2158,,Mithu Chakrabarty,37249076
2159,,Mimi Chakraborty,37854463
2160,,Rhea Chakraborty,41295681
2161,,Tanusree Chakraborty,37443555
2162,,Ushasie Chakraborty,36302925
2163,,Locket Chatterjee,35876435
2164,,Pallavi Chatterjee,62507205
2165,,Sabitri Chatterjee,8268967
2166,,Tannishtha Chatterjee,18744906
2167,,Amrita Chattopadhyay,58215669
2168,,Chunibala Devi,5859112
2169,,Sai Deodhar,27074970
2170,,Arundhati Devi,33231925
2171,,Chandrabati Devi,47992276
2172,,Seeta Devi (actress),17181475
2173,,Sumitra Devi (actress),53326393
2174,,Manali Dey,38868855
2175,,Ketaki Dutta,54785434
2176,,Swastika Dutta,65681532
2177,,Anju Ghosh,35759438
2178,,Chandrayee Ghosh,19930780
2179,,Ridhima Ghosh,38830289
2180,,Saayoni Ghosh,49526137
2181,,Chaiti Ghoshal,37576509
2182,,Olivia Gomez,56213200
2183,,Anita Guha,12197107
2184,,Kajal Gupta,53959112
2185,,Nusrat Jahan,32523642
2186,,Jayasree Kabir,8200788
2187,,Kajol,402850
2188,,Nasima Khan,56410481
2189,,Soha Ali Khan,2276463
2190,,Ekavali Khanna,45470339
2191,,Rita Koiral,55923560
2192,,List of Bengali actresses,2318331
2193,,Rukmini Maitra,52468502
2194,,Sauraseni Maitra,59800622
2195,,Iris Maity,39717124
2196,,Meenakshi (actress),21300755
2197,,Meghali,55362741
2198,,Koena Mitra,8348889
2199,,Debika Mitra,48397555
2200,,Shaoli Mitra,36245207
2201,,Tripti Mitra,34983014
2202,,Sanchari Mondal,60037313
2203,,Tanishaa Mukerji,2731821
2204,,Rumana Malik Munmun,57530328
2205,,Arpita Pal,19904318
2206,,Anindita Raychaudhury,61503809
2207,,Anuradha Roy (actress),47694078
2208,,Dolon Roy,36797380
2209,,Tiyasha Roy,66409944
2210,,Gargi Roychowdhury,43175928
2211,,Sagarika,23850472
2212,,Ena Saha,41072208
2213,,Mousumi Saha,56584191
2214,,Satarupa Sanyal,34329931
2215,,Sumita Sanyal,9799370
2216,,Sarajubala Devi,55798147
2217,,Sohini Sarkar,49469827
2218,,Chitra Sen,36252084
2219,,Nandana Sen,5933596
2220,,Piya Sengupta,47778725
2221,,Sohini Sengupta,36244599
2222,,Chitra Sinha,56403537
2223,,Moubani Sorcar,37199079
2224,,Sudeshna Roy,50714654
2225,,Sujata (actress),49102832
2226,,Tara Sundari,55799504
2227,,Ruma Guha Thakurta,4622606
2228,,Nusrat Imrose Tisha,43171999
2229,,Priyanka Upendra,19422136
2230,,Raj Kapoor,380483
2231,,List of awards and nominations received by Raj Kapoor,12972851
2232,,Raj Kapoor filmography,12972665
2233,,Raj Kapoor bibliography,44828766
2234,,R. K. Films,24008115
2235,,Arjun Rampal,957228
2236,,Arjun Rampal filmography,40568482
2237,,List of awards and nominations received by Arjun Rampal,34947521
